zcta5,stab,zipname,pop10
ZIP census tabulation area,State abbreviation,ZCTA name,Population (2010)
29628,SC,"Calhoun Falls, SC",2759
29630,SC,"Central, SC",14186
29631,SC,"Clemson, SC",13318
29634,SC,"Clemson University, Clemson, SC",5589
29635,SC,"Cleveland, SC",1254
29638,SC,"Donalds, SC",2944
29639,SC,"Due West, SC",1742
29640,SC,"Easley, SC",30574
29642,SC,"Easley, SC",29561
29643,SC,"Fair Play, SC",2756
29644,SC,"Fountain Inn, SC",18578
29645,SC,"Gray Court, SC",9982
29646,SC,"Greenwood, SC",28159
29649,SC,"Greenwood, SC",26235
29650,SC,"Greer, SC",32632
29651,SC,"Greer, SC",42844
29653,SC,"Hodges, SC",4811
29654,SC,"Honea Path, SC",9937
29655,SC,"Iva, SC",7796
29657,SC,"Liberty, SC",15116
29658,SC,"Long Creek, SC",333
29659,SC,"Lowndesville, SC",118
29661,SC,"Marietta, SC",5648
29662,SC,"Mauldin, SC",15090
29664,SC,"Mountain Rest, SC",1808
29665,SC,"Newry, SC",127
29666,SC,"Ninety Six, SC",6590
29667,SC,"Norris, SC",269
29669,SC,"Pelzer, SC",12387
29670,SC,"Pendleton, SC",8673
29671,SC,"Pickens, SC",18030
29672,SC,"Seneca, SC",11868
29673,SC,"Piedmont, SC",25348
29676,SC,"Salem, SC",5201
29678,SC,"Seneca, SC",21676
29680,SC,"Simpsonville, SC",27285
29681,SC,"Simpsonville, SC",46979
29682,SC,"Six Mile, SC",3818
29683,SC,"Slater-Marietta, SC",291
29684,SC,"Starr, SC",4862
29685,SC,"Sunset, SC",1230
29686,SC,"Tamassee, SC",1027
29687,SC,"Taylors, SC",39561
29689,SC,"Townville, SC",3889
29690,SC,"Travelers Rest, SC",20914
29691,SC,"Walhalla, SC",11333
29692,SC,"Ware Shoals, SC",4856
29693,SC,"Westminster, SC",14215
29696,SC,"West Union, SC",4125
29697,SC,"Williamston, SC",12207
29702,SC,"Blacksburg, SC",10059
29704,SC,"Catawba, SC",3721
29706,SC,"Chester, SC",19847
29707,SC,"Fort Mill, SC",17742
29708,SC,"Fort Mill, SC",25035
29709,SC,"Chesterfield, SC",6498
29710,SC,"Clover, SC",29449
29712,SC,"Edgemoor, SC",2317
29714,SC,"Fort Lawn, SC",2927
29715,SC,"Fort Mill, SC",24823
29717,SC,"Hickory Grove, SC",1251
29718,SC,"Jefferson, SC",3856
29720,SC,"Lancaster, SC",46041
29724,SC,"Lando, SC (PO Boxes)",43
29726,SC,"Mc Connells, SC",1750
29727,SC,"Mount Croghan, SC",1650
29728,SC,"Pageland, SC",10301
29729,SC,"Richburg, SC",2271
29730,SC,"Rock Hill, SC",52365
29732,SC,"Rock Hill, SC",53781
29733,SC,"Rock Hill, SC",1751
29741,SC,"Ruby, SC",2082
29742,SC,"Sharon, SC",2460
29743,SC,"Smyrna, SC",1071
29745,SC,"York, SC",28919
29801,SC,"Aiken, SC",26778
29803,SC,"Aiken, SC",36843
29805,SC,"Aiken, SC",5864
29809,SC,"New Ellenton, SC",2206
29810,SC,"Allendale, SC",4990
29812,SC,"Barnwell, SC",11864
29816,SC,"Bath, SC (PO Boxes)",1033
29817,SC,"Blackville, SC",4913
29819,SC,"Bradley, SC",1523
29821,SC,"Clarks Hill, SC",1487
29824,SC,"Edgefield, SC",8535
29826,SC,"Elko, SC",164
29827,SC,"Fairfax, SC",4624
29828,SC,"Gloverville, SC",1003
29829,SC,"Graniteville, SC",8651
29831,SC,"Jackson, SC",4146
29832,SC,"Johnston, SC",5335
29834,SC,"Langley, SC",1687
29835,SC,"Mc Cormick, SC",6566
29836,SC,"Martin, SC",482
29838,SC,"Modoc, SC",501
29840,SC,"Mount Carmel, SC",251
29841,SC,"North Augusta, SC",32494
29842,SC,"Beech Island, SC",7675
29843,SC,"Olar, SC",1291
29844,SC,"Parksville, SC (PO Boxes)",123
29845,SC,"Plum Branch, SC",1104
29847,SC,"Trenton, SC",5480
29848,SC,"Troy, SC",751
29849,SC,"Ulmer, SC",294
29850,SC,"Vaucluse, SC (PO Boxes)",111
29851,SC,"Warrenville, SC",7524
29853,SC,"Williston, SC",6580
29856,SC,"Windsor, SC",3255
29860,SC,"North Augusta, SC",14450
29899,SC,"McCormick, SC",1244
29902,SC,"Beaufort, SC",14779
29904,SC,"Beaufort, SC",659
29905,SC,"Port Royal, SC",3054
29906,SC,"Burton, SC",21765
29907,SC,"Ladys Island, SC",12570
29909,SC,"Okatie, SC",16394
29910,SC,"Bluffton, SC",33954
29911,SC,"Brunson, SC",1725
29912,SC,"Coosawhatchie, SC",42
29915,SC,"Daufuskie Island, SC",416
29916,SC,"Early Branch, SC",1533
29918,SC,"Estill, SC",5278
29920,SC,"Saint Helena Island, SC",9481
29921,SC,"Furman, SC",227
29922,SC,"Garnett, SC",1214
29923,SC,"Gifford, SC",392
29924,SC,"Hampton, SC",4331
29926,SC,"Hilton Head Island, SC",23742
29927,SC,"Hardeeville, SC",8237
29928,SC,"Hilton Head Island, SC",16110
29929,SC,"Islandton, SC",1135
29932,SC,"Luray, SC",269
29934,SC,"Pineland, SC",1172
29935,SC,"Port Royal, SC",3685
29936,SC,"Ridgeland, SC",13354
29939,SC,"Scotia, SC",302
29940,SC,"Seabrook, SC",3967
29941,SC,"Sheldon, SC (PO Boxes)",497
29943,SC,"Tillman, SC",477
29944,SC,"Varnville, SC",5118
29945,SC,"Yemassee, SC",4841
30002,GA,"Avondale Estates, GA",5861
30004,GA,"Milton, GA",53033
30005,GA,"Alpharetta, GA",34442
30008,GA,"Marietta, GA",29822
30009,GA,"Alpharetta, GA",13722
30011,GA,"Auburn, GA",14402
30012,GA,"Conyers, GA",27258
30013,GA,"Conyers, GA",25183
30014,GA,"Covington, GA",35037
30016,GA,"Covington, GA",51140
30017,GA,"Grayson, GA",20160
30019,GA,"Dacula, GA",40447
30021,GA,"Clarkston, GA",21989
30022,GA,"Johns Creek, GA",64359
30024,GA,"Suwanee, GA",64614
30025,GA,"Social Circle, GA",9270
30028,GA,"Cumming, GA",22182
30030,GA,"Decatur, GA",26473
30032,GA,"Candler-McAfee, GA",47222
30033,GA,"North Decatur, GA",30763
30034,GA,"Decatur, GA",43113
30035,GA,"Decatur, GA",20396
30038,GA,"Lithonia, GA",37233
30039,GA,"Snellville, GA",41517
30040,GA,"Cumming, GA",54653
30041,GA,"Cumming, GA",52749
30043,GA,"Lawrenceville, GA",80241
30044,GA,"Lawrenceville, GA",79701
30045,GA,"Lawrenceville, GA",34402
30046,GA,"Lawrenceville, GA",34523
30047,GA,"Lilburn, GA",59660
30052,GA,"Loganville, GA",59451
30054,GA,"Oxford, GA",11985
30055,GA,"Mansfield, GA",3018
30056,GA,"Newborn, GA",2500
30058,GA,"Lithonia, GA",52945
30060,GA,"Marietta, GA",34562
30062,GA,"Marietta, GA",62136
30064,GA,"Marietta, GA",46076
30066,GA,"Marietta, GA",52936
30067,GA,"Marietta, GA",45182
30068,GA,"Marietta, GA",31595
30070,GA,"Porterdale, GA",342
30071,GA,"Norcross, GA",23005
30072,GA,"Pine Lake, GA",730
30075,GA,"Roswell, GA",52573
30076,GA,"Roswell, GA",42678
30078,GA,"Snellville, GA",33057
30079,GA,"Scottdale, GA",2960
30080,GA,"Smyrna, GA",49905
30082,GA,"Smyrna, GA",25905
30083,GA,"Stone Mountain, GA",50384
30084,GA,"Tucker, GA",35921
30087,GA,"Stone Mountain, GA",36761
30088,GA,"Redan, GA",25257
30092,GA,"Norcross, GA",31704
30093,GA,"Norcross, GA",53351
30094,GA,"Conyers, GA",31244
30096,GA,"Duluth, GA",62265
30097,GA,"Johns Creek, GA",41715
30101,GA,"Acworth, GA",54373
30102,GA,"Acworth, GA",37470
30103,GA,"Adairsville, GA",14781
30104,GA,"Aragon, GA",4708
30105,GA,"Armuchee, GA",2294
30106,GA,"Austell, GA",20300
30107,GA,"Ball Ground, GA",12908
30108,GA,"Bowdon, GA",7256
30110,GA,"Bremen, GA",13349
30113,GA,"Buchanan, GA",6218
30114,GA,"Canton, GA",49774
30115,GA,"Canton, GA",35672
30116,GA,"Carrollton, GA",23156
30117,GA,"Carrollton, GA",34296
30118,GA,"Carrollton, GA",2373
30120,GA,"Cartersville, GA",38085
30121,GA,"Cartersville, GA",22078
30122,GA,"Lithia Springs, GA",21561
30124,GA,"Cave Spring, GA",2978
30125,GA,"Cedartown, GA",24352
30126,GA,"Mableton, GA",37088
30127,GA,"Powder Springs, GA",60347
30132,GA,"Dallas, GA",34215
30134,GA,"Douglasville, GA",43356
30135,GA,"Douglasville, GA",61912
30137,GA,"Emerson, GA",1650
30139,GA,"Fairmount, GA",3845
30141,GA,"Hiram, GA",22457
30143,GA,"Jasper, GA",21145
30144,GA,"Kennesaw, GA",52252
30145,GA,"Kingston, GA",8378
30147,GA,"Lindale, GA",4365
30148,GA,"Marble Hill, GA",453
30149,GA,"Mount Berry, GA",1569
30152,GA,"Kennesaw, GA",40393
30153,GA,"Rockmart, GA",18411
30157,GA,"Dallas, GA",45123
30161,GA,"Rome, GA",35058
30164,GA,"Rome, GA",16
30165,AL,"Rome, GA",70
30165,GA,"Rome, GA",39905
30168,GA,"Austell, GA",24241
30170,GA,"Roopville, GA",2994
30171,GA,"Rydal, GA",3491
30173,GA,"Silver Creek, GA",6221
30175,GA,"Talking Rock, GA",6074
30176,GA,"Tallapoosa, GA",7050
30177,GA,"Nelson, GA",1049
30178,GA,"Taylorsville, GA",3468
30179,GA,"Temple, GA",16807
30180,GA,"Villa Rica, GA",34274
30182,GA,"Waco, GA",2666
30183,GA,"Waleska, GA",5282
30184,GA,"White, GA",6847
30185,GA,"Whitesburg, GA",3892
30187,GA,"Winston, GA",8740
30188,GA,"Woodstock, GA",52380
30189,GA,"Woodstock, GA",36859
30204,GA,"Barnesville, GA",13493
30205,GA,"Brooks, GA",3061
30206,GA,"Concord, GA",2958
30213,GA,"Fairburn, GA",29384
30214,GA,"Fayetteville, GA",28913
30215,GA,"Fayetteville, GA",33665
30216,GA,"Flovilla, GA",2159
30217,GA,"Franklin, GA",9433
30218,GA,"Gay, GA",1974
30220,GA,"Grantville, GA",5533
30222,GA,"Greenville, GA",4042
30223,GA,"Griffin, GA",36769
30224,GA,"Griffin, GA",25197
30228,GA,"Hampton, GA",38569
30230,GA,"Hogansville, GA",9103
30233,GA,"Jackson, GA",23218
30234,GA,"Jenkinsburg, GA",1934
30236,GA,"Jonesboro, GA",46434
30238,GA,"Jonesboro, GA",34713
30240,GA,"LaGrange, GA",30014
30241,GA,"LaGrange, GA",23176
30248,GA,"Locust Grove, GA",23249
30250,GA,"Lovejoy, GA",679
30251,GA,"Luthersville, GA",2342
30252,GA,"Mcdonough, GA",41428
30253,GA,"Mcdonough, GA",49380
30256,GA,"Meansville, GA",2826
30257,GA,"Milner, GA",4138
30258,GA,"Molena, GA",2622
30259,GA,"Moreland, GA",3041
30260,GA,"Morrow, GA",23244
30263,GA,"Newnan, GA",53008
30265,GA,"Newnan, GA",31713
30268,GA,"Palmetto, GA",9090
30269,GA,"Peachtree City, GA",35069
30273,GA,"Rex, GA",14709
30274,GA,"Riverdale, GA",31893
30275,GA,"Sargent, GA (PO Boxes)",19
30276,GA,"Senoia, GA",13866
30277,GA,"Sharpsburg, GA",20270
30281,GA,"Stockbridge, GA",66140
30284,GA,"Sunny Side, GA",55
30285,GA,"The Rock, GA",707
30286,GA,"Thomaston, GA",23490
30288,GA,"Conley, GA",8929
30289,GA,"Turin, GA",82
30290,GA,"Tyrone, GA",8286
30291,GA,"Union City, GA",21010
30292,GA,"Williamson, GA",5943
30293,GA,"Woodbury, GA",2981
30294,GA,"Ellenwood, GA",39865
30295,GA,"Zebulon, GA",4159
30296,GA,"Riverdale, GA",25840
30297,GA,"Forest Park, GA",27188
30303,GA,"Atlanta, GA",5934
30305,GA,"Atlanta, GA",22999
30306,GA,"Atlanta, GA",22246
30307,GA,"Atlanta, GA",18004
30308,GA,"Atlanta, GA",15413
30309,GA,"Atlanta, GA",21845
30310,GA,"Atlanta, GA",26912
30311,GA,"Atlanta, GA",32218
30312,GA,"Atlanta, GA",19360
30313,GA,"Atlanta, GA",9495
30314,GA,"Atlanta, GA",22020
30315,GA,"Atlanta, GA",33857
30316,GA,"Atlanta, GA",31110
30317,GA,"Atlanta, GA",11970
30318,GA,"Atlanta, GA",49736
30319,GA,"North Atlanta, GA",38423
30322,GA,"Druid Hills, GA",2023
30324,GA,"Atlanta, GA",24267
30326,GA,"Atlanta, GA",4802
30327,GA,"Atlanta, GA",22208
30328,GA,"Sandy Springs, GA",30348
30329,GA,"North Druid Hills, GA",28539
30331,GA,"Atlanta, GA",54094
30332,GA,"Atlanta, GA",2970
30334,GA,"Atlanta, GA",1
30336,GA,"Atlanta, GA",971
30337,GA,"College Park, GA",11505
30338,GA,"Dunwoody, GA",33617
30339,GA,"Vinings, GA",18304
30340,GA,"Atlanta, GA",29394
30341,GA,"Atlanta, GA",31793
30342,GA,"Sandy Springs, GA",29879
30344,GA,"East Point, GA",31776
30345,GA,"Atlanta, GA",23129
30346,GA,"Dunwoody, GA",4696
30349,GA,"Atlanta, GA",67602
30350,GA,"Sandy Springs, GA",34740
30354,GA,"Atlanta, GA",14857
30360,GA,"Dunwoody, GA",14536
30363,GA,"Atlanta, GA",2680
30401,GA,"Swainsboro, GA",13500
30410,GA,"Ailey, GA",2168
30411,GA,"Alamo, GA",4371
30412,GA,"Alston, GA",80
30413,GA,"Bartow, GA",1575
30415,GA,"Brooklet, GA",6780
30417,GA,"Claxton, GA",11090
30420,GA,"Cobbtown, GA",1460
30421,GA,"Collins, GA",3381
30423,GA,"Daisy, GA",120
30425,GA,"Garfield, GA",1198
30426,GA,"Girard, GA",1100
30427,GA,"Glennville, GA",12864
30428,GA,"Glenwood, GA",2766
30429,GA,"Hagan, GA (PO Boxes)",205
30434,GA,"Louisville, GA",5728
30436,GA,"Lyons, GA",11961
30438,GA,"Manassas, GA",74
30439,GA,"Metter, GA",10877
30441,GA,"Midville, GA",1663
30442,GA,"Millen, GA",7698
30445,GA,"Mount Vernon, GA",3285
30446,GA,"Newington, GA",1357
30448,GA,"Nunez, GA",81
30449,GA,"Oliver, GA",119
30450,GA,"Portal, GA",2583
30451,GA,"Pulaski, GA",33
30452,GA,"Register, GA",1567
30453,GA,"Reidsville, GA",9703
30454,GA,"Rockledge, GA",538
30455,GA,"Rocky Ford, GA",597
30456,GA,"Sardis, GA",2119
30457,GA,"Soperton, GA",6424
30458,GA,"Statesboro, GA",41139
30460,GA,"Statesboro, GA",427
30461,GA,"Statesboro, GA",13390
30464,GA,"Stillmore, GA",78
30467,GA,"Sylvania, GA",12600
30470,GA,"Tarrytown, GA",517
30471,GA,"Twin City, GA",4702
30473,GA,"Uvalda, GA",2972
30474,GA,"Vidalia, GA",16594
30475,GA,"Vidalia, GA",52
30477,GA,"Wadley, GA",3070
30501,GA,"Gainesville, GA",28048
30504,GA,"Gainesville, GA",22463
30506,GA,"Gainesville, GA",41667
30507,GA,"Gainesville, GA",28399
30510,GA,"Alto, GA",8291
30511,GA,"Baldwin, GA",3186
30512,GA,"Blairsville, GA",19490
30513,GA,"Blue Ridge, GA",11172
30516,GA,"Bowersville, GA",2054
30517,GA,"Braselton, GA",11963
30518,GA,"Sugar Hill, GA",45211
30519,GA,"Buford, GA",39812
30520,GA,"Canon, GA",4426
30521,GA,"Carnesville, GA",4944
30522,GA,"Cherrylog, GA",1092
30523,GA,"Clarkesville, GA",12904
30525,GA,"Clayton, GA",7364
30527,GA,"Clermont, GA",4043
30528,GA,"Cleveland, GA",22679
30529,GA,"Commerce, GA",10920
30530,GA,"Commerce, GA",6752
30531,GA,"Cornelia, GA",11279
30533,GA,"Dahlonega, GA",25296
30534,GA,"Dawsonville, GA",26685
30535,GA,"Demorest, GA",7042
30536,GA,"Ellijay, GA",8363
30537,GA,"Dillard, GA",1249
30538,GA,"Eastanollee, GA",2854
30540,GA,"Ellijay, GA",17297
30541,GA,"Epworth, GA",1603
30542,GA,"Flowery Branch, GA",31946
30543,GA,"Gillsville, GA",4487
30545,GA,"Helen, GA",936
30546,GA,"Hiawassee, GA",6496
30547,GA,"Homer, GA",3268
30548,GA,"Hoschton, GA",15870
30549,GA,"Jefferson, GA",22500
30552,GA,"Lakemont, GA",1697
30553,GA,"Lavonia, GA",7232
30554,GA,"Lula, GA",8535
30555,GA,"Mc Caysville, GA",2061
30557,GA,"Martin, GA",4975
30558,GA,"Maysville, GA",5456
30559,GA,"Mineral Bluff, GA",4333
30560,GA,"Morganton, GA",4599
30562,GA,"Mountain City, GA",1128
30563,GA,"Mount Airy, GA",5373
30564,GA,"Murrayville, GA",4463
30565,GA,"Nicholson, GA",4758
30566,GA,"Oakwood, GA",7906
30567,GA,"Pendergrass, GA",2981
30568,GA,"Rabun Gap, GA",1877
30571,GA,"Sautee Nacoochee, GA",3682
30572,GA,"Suches, GA",1260
30573,GA,"Tallulah Falls, GA",163
30575,GA,"Talmo, GA",1375
30576,GA,"Tiger, GA",2521
30577,GA,"Toccoa, GA",22230
30581,GA,"Wiley, GA (PO Boxes)",73
30582,GA,"Young Harris, GA",4567
30601,GA,"Athens-Clarke County unified government,",20835
30602,GA,"Athens-Clarke County unified government,",2409
30605,GA,"Athens-Clarke County unified government,",39952
30606,GA,"Athens-Clarke County unified government,",40225
30607,GA,"Athens-Clarke County unified government,",10895
30609,GA,"Athens-Clarke County unified government,",1956
30619,GA,"Arnoldsville, GA",1440
30620,GA,"Bethlehem, GA",12486
30621,GA,"Bishop, GA",5109
30622,GA,"Bogart, GA",10344
30623,GA,"Bostwick, GA (PO Boxes)",154
30624,GA,"Bowman, GA",2611
30625,GA,"Buckhead, GA",2438
30627,GA,"Carlton, GA",2273
30628,GA,"Colbert, GA",6556
30629,GA,"Comer, GA",4531
30630,GA,"Crawford, GA",2438
30631,GA,"Crawfordville, GA",1767
30633,GA,"Danielsville, GA",8474
30634,GA,"Dewy Rose, GA",2281
30635,GA,"Elberton, GA",16109
30641,GA,"Good Hope, GA",1810
30642,GA,"Greensboro, GA",11001
30643,GA,"Hartwell, GA",16382
30646,GA,"Hull, GA",6946
30648,GA,"Lexington, GA",2988
30650,GA,"Madison, GA",11708
30655,GA,"Monroe, GA",24136
30656,GA,"Monroe, GA",15133
30660,GA,"Rayle, GA",1191
30662,GA,"Royston, GA",8537
30663,GA,"Rutledge, GA",3032
30664,GA,"Sharon, GA",38
30665,GA,"Siloam, GA",80
30666,GA,"Statham, GA",8659
30667,GA,"Stephens, GA",1035
30668,GA,"Tignall, GA",1924
30669,GA,"Union Point, GA",3313
30673,GA,"Washington, GA",7897
30677,GA,"Watkinsville, GA",17065
30678,GA,"White Plains, GA",1294
30680,GA,"Winder, GA",37837
30683,GA,"Winterville, GA",6749
30701,GA,"Calhoun, GA",40053
30705,GA,"Chatsworth, GA",33566
30707,GA,"Chickamauga, GA",16483
30708,GA,"Cisco, GA",293
30710,GA,"Cohutta, GA",6661
30711,GA,"Crandall, GA",3569
30720,GA,"Dalton, GA",26895
30721,GA,"Dalton, GA",53601
30725,GA,"Flintstone, GA",4647
30726,GA,"Graysville, GA (PO Boxes)",56
30728,GA,"La Fayette, GA",19612
30730,GA,"Lyerly, GA",1993
30731,GA,"Menlo, GA",2428
30733,GA,"Plainville, GA",2080
30734,GA,"Ranger, GA",3466
30735,GA,"Resaca, GA",6153
30736,GA,"Ringgold, GA",41029
30738,GA,"Rising Fawn, GA",3799
30739,GA,"Rock Spring, GA",5571
30740,GA,"Rocky Face, GA",8600
30741,GA,"Rossville, GA",29290
30742,GA,"Fort Oglethorpe, GA",7460
30746,GA,"Sugar Valley, GA",1223
30747,GA,"Summerville, GA",16859
30750,GA,"Lookout Mountain, GA",4125
30751,GA,"Tennga, GA (PO Boxes)",91
30752,GA,"Trenton, GA",9800
30753,GA,"Trion, GA",6697
30755,GA,"Tunnel Hill, GA",9590
30756,GA,"Varnell, GA",74
30757,GA,"Wildwood, GA",1787
30802,GA,"Appling, GA",6321
30803,GA,"Avera, GA",741
30805,GA,Augusta-Richmond County consolidated gov,2734
30807,GA,"Camak, GA",92
30808,GA,"Dearing, GA",4615
30809,GA,"Evans, GA",38168
30810,GA,"Gibson, GA",2138
30812,GA,Augusta-Richmond County consolidated gov,363
30813,GA,"Grovetown, GA",30415
30814,GA,"Harlem, GA",8150
30815,GA,Augusta-Richmond County consolidated gov,39640
30816,GA,"Keysville, GA",2109
30817,GA,"Lincolnton, GA",7676
30818,GA,"Matthews, GA",555
30820,GA,"Mitchell, GA",1205
30821,GA,"Norwood, GA",882
30822,GA,"Perkins, GA",526
30823,GA,"Stapleton, GA",1800
30824,GA,"Thomson, GA",17201
30828,GA,"Warrenton, GA",4368
30830,GA,"Waynesboro, GA",13966
30833,GA,"Wrens, GA",4043
30901,GA,Augusta-Richmond County consolidated gov,16445
30903,GA,"Augusta, GA",585
30904,GA,Augusta-Richmond County consolidated gov,25666
30905,GA,Augusta-Richmond County consolidated gov,8955
30906,GA,Augusta-Richmond County consolidated gov,57748
30907,GA,"Martinez, GA",50913
30909,GA,Augusta-Richmond County consolidated gov,41585
30912,GA,Augusta-Richmond County consolidated gov,296
31001,GA,"Abbeville, GA",4816
31002,GA,"Adrian, GA",2910
31003,GA,"Allentown, GA",112
31005,GA,"Bonaire, GA",15102
31006,GA,"Butler, GA",4923
31007,GA,"Byromville, GA",1117
31008,GA,"Byron, GA",18453
31009,GA,"Cadwell, GA",1477
31011,GA,"Chauncey, GA",923
31012,GA,"Chester, GA",2683
31014,GA,"Cochran, GA",13756
31015,GA,"Cordele, GA",21938
31016,GA,"Culloden, GA",1517
31017,GA,"Danville, GA",1985
31018,GA,"Davisboro, GA",2837
31019,GA,"Dexter, GA",2318
31020,GA,"Dry Branch, GA",2541
31021,GA,"Dublin, GA",28549
31022,GA,"Dudley, GA",1424
31023,GA,"Eastman, GA",15383
31024,GA,"Eatonton, GA",20039
31025,GA,"Elko, GA",1226
31027,GA,"East Dublin, GA",10012
31028,GA,"Centerville, GA",5912
31029,GA,"Forsyth, GA",16287
31030,GA,"Fort Valley, GA",18977
31031,GA,"Gordon, GA",6576
31032,GA,"Gray, GA",13993
31033,GA,"Haddock, GA",2660
31035,GA,"Harrison, GA",1364
31036,GA,"Hawkinsville, GA",12998
31037,GA,"Helena, GA",4313
31038,GA,"Hillsboro, GA",761
31039,GA,"Howard, GA (PO Boxes)",74
31041,GA,"Ideal, GA",988
31042,GA,"Irwinton, GA",1841
31044,GA,"Jeffersonville, GA",2911
31045,GA,"Jewell, GA",73
31046,GA,"Juliette, GA",3343
31047,GA,"Kathleen, GA",11193
31049,GA,"Kite, GA",1806
31050,GA,"Knoxville, GA",965
31051,GA,"Lilly, GA",187
31052,GA,"Lizella, GA",8652
31054,GA,"Mc Intyre, GA",1671
31055,GA,"McRae, GA",8245
31057,GA,"Marshallville, GA",2182
31058,GA,"Mauk, GA",2123
31060,GA,"Milan, GA",1915
31061,GA,"Milledgeville, GA",43755
31062,GA,"Milledgeville, GA",495
31063,GA,"Montezuma, GA",5666
31064,GA,"Monticello, GA",9450
31065,GA,"Montrose, GA",1118
31066,GA,"Musella, GA",1147
31067,GA,"Oconee, GA",222
31068,GA,"Oglethorpe, GA",5425
31069,GA,"Perry, GA",18948
31070,GA,"Pinehurst, GA",998
31071,GA,"Pineview, GA",1199
31072,GA,"Pitts, GA",1326
31075,GA,"Rentz, GA",2496
31076,GA,"Reynolds, GA",3064
31077,GA,"Rhine, GA",1275
31078,GA,"Roberta, GA",3566
31079,GA,"Rochelle, GA",2398
31081,GA,"Rupert, GA",251
31082,GA,"Sandersville, GA",10408
31083,GA,"Scotland, GA",362
31084,GA,"Seville, GA",129
31085,GA,"Shady Dale, GA",1043
31087,GA,"Sparta, GA",9656
31088,GA,"Warner Robins, GA",50163
31089,GA,"Tennille, GA",4838
31090,GA,"Toomsboro, GA",1038
31091,GA,"Unadilla, GA",5189
31092,GA,"Vienna, GA",7420
31093,GA,"Warner Robins, GA",28087
31094,GA,"Warthen, GA",1114
31096,GA,"Wrightsville, GA",7395
31097,GA,"Yatesville, GA",1302
31098,GA,"Warner Robins, GA",2888
31201,GA,"Macon, GA",8761
31204,GA,"Macon, GA",31482
31206,GA,"Macon, GA",29072
31207,GA,"Macon, GA",974
31210,GA,"Macon, GA",30968
31211,GA,"Macon, GA",16282
31216,GA,"Macon, GA",16109
31217,GA,"Macon, GA",18408
31220,GA,"Macon, GA",13839
31301,GA,"Walthourville, GA",4591
31302,GA,"Bloomingdale, GA",7853
31303,GA,"Clyo, GA",1999
31304,GA,"Crescent, GA (PO Boxes)",132
31305,GA,"Darien, GA",5989
31307,GA,"Eden, GA (PO Boxes)",998
31308,GA,"Ellabell, GA",7305
31309,GA,"Fleming, GA",1210
31312,GA,"Guyton, GA",16443
31313,GA,"Hinesville, GA",40302
31314,GA,"Fort Stewart, GA",1931
31315,GA,"Fort Stewart, GA",7488
31316,GA,"Ludowici, GA",9749
31318,GA,"Meldrim, GA (PO Boxes)",341
31320,GA,"Midway, GA",8794
31321,GA,"Pembroke, GA",6326
31322,GA,"Pooler, GA",21137
31323,GA,"Riceboro, GA",1762
31324,GA,"Richmond Hill, GA",20495
31326,GA,"Rincon, GA",19269
31327,GA,"Sapelo Island, GA (PO Boxes)",195
31328,GA,"Tybee Island, GA",3306
31329,GA,"Springfield, GA",9034
31331,GA,"Townsend, GA",7856
31401,GA,"Savannah, GA",21696
31404,GA,"Savannah, GA",31024
31405,GA,"Savannah, GA",37207
31406,GA,"Savannah, GA",33965
31407,GA,"Port Wentworth, GA",7244
31408,GA,"Garden City, GA",9952
31409,GA,"Savannah, GA",652
31410,GA,"Wilmington Island, GA",23654
31411,GA,"Skidaway Island, GA",8384
31415,GA,"Savannah, GA",12091
31419,GA,"Savannah, GA",50954
31501,GA,"Waycross, GA",15576
31503,GA,"Waycross, GA",21116
31510,GA,"Alma, GA",9848
31512,GA,"Ambrose, GA",2248
31513,GA,"Baxley, GA",16084
31516,GA,"Blackshear, GA",14735
31518,GA,"Bristol, GA",704
31519,GA,"Broxton, GA",3569
31520,GA,"Brunswick, GA",22336
31522,GA,"St. Simons, GA",14447
31523,GA,"Brunswick, GA",13229
31525,GA,"Brunswick, GA",28247
31527,GA,"Jekyll Island, GA",805
31532,GA,"Denton, GA",727
31533,GA,"Douglas, GA",17494
31535,GA,"Douglas, GA",11264
31537,GA,"Folkston, GA",10097
31539,GA,"Hazlehurst, GA",14468
31542,GA,"Hoboken, GA",2811
31543,GA,"Hortense, GA",4796
31544,GA,"Jacksonville, GA",994
31545,GA,"Jesup, GA",16133
31546,GA,"Jesup, GA",8095
31547,GA,"Kings Bay Base, GA",1293
31548,GA,"Kingsland, GA",20020
31549,GA,"Lumber City, GA",2239
31550,GA,"Manor, GA",780
31551,GA,"Mershon, GA",1020
31552,GA,"Millwood, GA",932
31553,GA,"Nahunta, GA",5237
31554,GA,"Nicholls, GA",7076
31555,GA,"Odum, GA",2868
31556,GA,"Offerman, GA",67
31557,GA,"Patterson, GA",3043
31558,GA,"St. Marys, GA",20373
31560,GA,"Screven, GA",2842
31561,GA,"Sea Island, GA",298
31562,GA,"Saint George, GA",2177
31563,GA,"Surrency, GA",1324
31565,GA,"Waverly, GA",1841
31566,GA,"Waynesville, GA",3471
31567,GA,"West Green, GA",782
31568,GA,"White Oak, GA",1273
31569,GA,"Woodbine, GA",5580
31601,GA,"Valdosta, GA",32730
31602,GA,"Valdosta, GA",34702
31605,GA,"Valdosta, GA",20188
31606,GA,"Valdosta, GA",3861
31620,GA,"Adel, GA",10690
31622,GA,"Alapaha, GA",2178
31623,GA,"Argyle, GA",120
31624,GA,"Axson, GA",1273
